,Unnamed: 0,id,id_client,id_product,qtd,total,sale_date,sale_date_dt
80,80,83,17,123,5,13190.75,2023-04-03,2023-04-03
81,81,84,25,35,1,10455.7,01-05-2023,2023-01-05
82,82,85,18,80,7,904567.0,05-09-2024,2024-05-09
83,83,86,15,145,8,34799.0,2023-06-02,2023-06-02
84,84,87,7,20,14,431668.0,2023-11-24,2023-11-24
85,85,88,29,147,5,15150.0,2024-03-11,2024-03-11
86,86,89,30,75,8,262147.0,2023-12-21,2023-12-21
87,87,90,2,72,3,284044.3,2024-07-22,2024-07-22
88,88,91,23,36,15,339021.0,2023-01-06,2023-01-06
89,89,92,40,2,7,93087.65,2023-04-19,2023-04-19
90,90,93,37,113,11,45927.75,11-01-2023,2023-11-01
91,91,94,36,90,8,632779.0,02-08-2023,2023-02-08
92,92,95,25,131,12,11563.0,17-12-2024,2024-12-17
93,93,96,11,82,8,392418.4,22-08-2023,2023-08-22
94,94,97,25,48,2,29473.0,2024-09-18,2024-09-18
95,95,98,21,142,2,1570.35,2024-02-13,2024-02-13
96,96,99,49,81,9,1099336.0,06-01-2024,2024-06-01
97,97,100,22,93,4,381812.6,21-01-2023,2023-01-21
98,98,101,11,47,8,48984.0,04-07-2024,2024-04-07
99,99,102,9,67,9,733495.95,2024-02-02,2024-02-02
100,100,103,36,146,5,2356.0,12-04-2023,2023-12-04
101,101,104,11,24,11,242776.3,2024-03-02,2024-03-02
102,102,105,23,77,6,254816.6,2023-10-31,2023-10-31
103,103,106,48,143,8,35491.0,2023-03-29,2023-03-29
104,104,107,38,98,8,634889.0,10-08-2024,2024-10-08
105,105,108,4,139,6,8121.55,19-01-2023,2023-01-19
106,106,109,39,96,7,494346.0,2024-09-18,2024-09-18
107,107,110,34,148,8,38284.0,27-10-2024,2024-10-27
108,108,111,28,32,10,125025.0,06-03-2023,2023-06-03
109,109,112,37,100,9,894331.9,2024-11-12,2024-11-12
110,110,113,28,28,9,121910.65,12-06-2024,2024-12-06
111,111,114,12,75,5,163842.0,2023-05-03,2023-05-03
112,112,115,27,85,1,36650.05,2023-10-08,2023-10-08
113,113,116,7,130,3,11810.4,2023-03-19,2023-03-19
114,114,117,27,18,3,75731.15,03-06-2023,2023-03-06
115,115,118,18,122,10,13225.0,2023-07-22,2023-07-22
116,116,119,46,80,1,129224.0,2023-08-04,2023-08-04
117,117,120,6,81,15,1832227.0,2023-06-17,2023-06-17
118,118,121,25,132,13,20319.0,2024-02-14,2024-02-14
119,119,122,8,128,10,44181.65,09-03-2023,2023-09-03
120,120,123,10,106,6,24993.55,15-06-2023,2023-06-15
121,121,124,21,43,3,105291.0,18-05-2023,2023-05-18
122,122,125,44,112,11,23990.0,2024-08-23,2024-08-23
123,123,126,29,80,5,613813.05,2024-07-14,2024-07-14
124,124,127,26,55,7,769910.0,09-02-2024,2024-09-02
125,125,128,1,53,14,751450.0,24-03-2023,2023-03-24
126,126,129,3,82,11,567974.0,26-02-2024,2024-02-26
127,127,130,15,123,2,5554.0,18-12-2024,2024-12-18
128,128,132,3,5,12,284028.0,15-10-2024,2024-10-15
129,129,133,34,122,2,2512.75,13-11-2024,2024-11-13
130,130,134,7,18,7,176706.65,2023-01-11,2023-01-11
131,131,135,14,22,11,433981.0,26-09-2024,2024-09-26
132,132,136,16,70,10,343554.0,2023-03-02,2023-03-02
133,133,137,17,62,5,511110.0,14-11-2024,2024-11-14
134,134,138,45,86,4,355388.35,11-06-2023,2023-11-06
135,135,139,38,123,1,2638.15,2024-12-22,2024-12-22
136,136,140,20,83,5,640318.05,2024-05-29,2024-05-29
137,137,141,29,127,5,7359.65,2024-06-15,2024-06-15
138,138,142,9,34,5,24588.0,2024-12-28,2024-12-28
139,139,143,23,142,5,3925.4,2024-03-16,2024-03-16
140,140,144,27,116,4,10302.0,15-01-2024,2024-01-15
141,141,145,3,122,12,15076.5,2023-10-16,2023-10-16
142,142,146,11,70,10,343554.0,26-12-2023,2023-12-26
143,143,147,24,129,1,3102.7,01-07-2023,2023-01-07
144,144,148,13,111,15,61064.1,06-09-2024,2024-06-09
145,145,149,7,57,1,112851.45,13-07-2024,2024-07-13
146,146,150,5,114,13,9871.45,06-04-2024,2024-06-04
147,147,151,45,39,6,177797.0,15-12-2023,2023-12-15
148,148,152,27,82,8,413072.0,2023-06-06,2023-06-06
149,149,153,48,30,11,336990.65,30-12-2023,2023-12-30
150,150,154,22,137,10,32162.25,2024-02-17,2024-02-17
151,151,155,12,21,9,78611.0,2024-06-22,2024-06-22
152,152,156,11,44,13,133464.55,22-10-2024,2024-10-22
153,153,157,48,17,1,13337.05,2024-04-24,2024-04-24
154,154,158,9,138,5,19869.25,2024-11-27,2024-11-27
155,155,159,24,66,15,188574.0,2024-07-03,2024-07-03
156,156,160,8,121,11,40637.0,2023-05-27,2023-05-27
157,157,161,19,126,8,21416.0,09-09-2024,2024-09-09
158,158,162,12,147,15,43178.45,25-06-2024,2024-06-25
159,159,163,4,70,7,228463.6,09-03-2023,2023-09-03
160,160,164,23,9,5,198528.0,2023-09-14,2023-09-14
161,161,165,23,27,8,125487.4,28-12-2023,2023-12-28
162,162,166,28,111,2,8570.0,2023-02-17,2023-02-17
163,163,167,19,122,11,13819.65,22-08-2024,2024-08-22
164,164,168,48,7,6,111257.35,2024-10-05,2024-10-05
165,165,169,23,101,2,927.0,2023-01-24,2023-01-24
166,166,170,16,116,1,2576.0,2023-12-30,2023-12-30
167,167,171,8,24,12,278786.0,2023-12-22,2023-12-22
168,168,172,15,123,13,34296.9,26-07-2023,2023-07-26
169,169,173,13,131,1,964.0,25-07-2023,2023-07-25
170,170,174,42,16,6,180036.0,2023-01-09,2023-01-09
171,171,175,19,88,6,275518.05,28-01-2023,2023-01-28
172,172,176,32,124,12,45239.0,2024-11-14,2024-11-14
173,173,177,17,69,4,181060.0,11-03-2023,2023-11-03
174,174,178,6,143,6,25288.05,2023-07-10,2023-07-10
175,175,179,41,76,14,1971036.25,2024-09-27,2024-09-27
176,176,180,25,38,2,52922.0,16-05-2024,2024-05-16
177,177,181,28,127,11,16190.85,2023-02-02,2023-02-02
178,178,182,7,115,5,4153.0,06-09-2023,2023-06-09
179,179,183,27,80,9,1163015.0,26-04-2023,2023-04-26
180,180,184,33,7,3,55628.2,2024-03-31,2024-03-31
181,181,185,39,27,7,115580.0,2023-01-09,2023-01-09
182,182,186,14,7,10,185428.6,2023-06-23,2023-06-23
183,183,187,44,80,2,245525.6,2024-09-01,2024-09-01
184,184,188,26,117,10,41030.0,07-02-2024,2024-07-02
185,185,190,24,138,8,31790.8,2023-12-18,2023-12-18
186,186,191,43,101,11,5097.0,24-11-2024,2024-11-24
187,187,192,6,148,9,40916.5,2024-01-26,2024-01-26
188,188,193,7,144,6,12620.75,01-03-2024,2024-01-03
189,189,194,9,52,6,82225.0,2024-06-07,2024-06-07
190,190,195,9,81,14,1710079.0,2023-06-24,2023-06-24
191,191,196,8,74,9,779027.0,2023-12-26,2023-12-26
192,192,197,2,83,12,1536764.65,2024-01-29,2024-01-29
193,193,198,38,106,10,43849.0,14-11-2023,2023-11-14
194,194,199,2,99,11,1120936.35,2023-10-31,2023-10-31
195,195,200,20,44,7,71865.6,2023-10-20,2023-10-20
196,196,201,38,79,11,727615.0,24-03-2023,2023-03-24
197,197,202,27,57,8,950325.0,2023-11-05,2023-11-05
198,198,203,13,18,3,79717.0,18-01-2023,2023-01-18
199,199,204,22,138,8,31790.8,24-08-2024,2024-08-24
200,200,205,41,119,9,27836.9,25-09-2023,2023-09-25
201,201,206,9,124,8,28651.05,2024-08-30,2024-08-30
202,202,207,10,51,15,914265.75,2024-01-09,2024-01-09
203,203,208,37,74,3,259676.0,21-07-2024,2024-07-21
204,204,209,38,15,10,278998.0,11-09-2024,2024-11-09
205,205,210,29,18,12,302925.55,02-04-2024,2024-02-04
206,206,211,17,108,14,44496.1,2023-08-31,2023-08-31
207,207,212,5,9,4,150880.9,2023-02-23,2023-02-23
208,208,213,6,35,8,88044.0,2023-08-27,2023-08-27
209,209,214,14,66,7,83600.95,2023-11-15,2023-11-15
210,210,215,43,144,13,28784.0,2023-09-16,2023-09-16
211,211,216,9,55,3,313463.9,09-08-2024,2024-09-08
212,212,217,22,112,13,26934.4,2023-10-19,2023-10-19
213,213,218,38,84,8,330021.45,2024-01-16,2024-01-16
214,214,219,9,115,14,11628.0,2023-02-11,2023-02-11
215,215,220,29,23,14,148675.95,2024-08-29,2024-08-29
216,216,221,39,104,4,14852.0,2023-07-23,2023-07-23
217,217,222,27,116,9,23180.0,2023-06-21,2023-06-21
218,218,223,18,125,9,29088.05,2023-11-06,2023-11-06
219,219,224,42,34,10,46716.25,21-11-2023,2023-11-21
220,220,225,41,106,14,58318.6,03-09-2023,2023-03-09
221,221,226,18,144,13,27344.8,14-09-2024,2024-09-14
222,222,227,15,9,6,238233.0,2024-11-18,2024-11-18
223,223,228,6,78,6,730569.0,24-01-2024,2024-01-24
224,224,229,42,100,4,418401.0,2023-07-17,2023-07-17
225,225,230,14,78,5,578367.6,2024-08-04,2024-08-04
226,226,231,6,16,4,120024.0,11-05-2023,2023-11-05
227,227,232,42,144,9,18930.65,2024-01-18,2024-01-18
228,228,233,23,83,4,539216.0,05-06-2023,2023-05-06
229,229,234,46,22,2,74960.7,17-08-2024,2024-08-17
230,230,235,29,131,2,1830.65,2024-07-28,2024-07-28
231,231,236,33,113,10,41752.5,2023-01-08,2023-01-08
232,232,237,36,117,14,57442.0,23-03-2024,2024-03-23
233,233,238,40,55,4,417951.55,17-04-2024,2024-04-17
234,234,239,28,28,10,142586.0,10-01-2024,2024-10-01
235,235,240,47,91,10,1348860.0,21-04-2023,2023-04-21
236,236,241,21,81,5,610742.0,2023-11-28,2023-11-28
237,237,242,2,132,14,21882.0,2024-03-17,2024-03-17
238,238,243,40,98,14,1055503.2,23-02-2023,2023-02-23
239,239,244,28,130,10,41441.0,17-07-2024,2024-07-17
240,240,245,12,55,7,769910.0,2024-07-10,2024-07-10
241,241,246,28,137,14,47397.0,01-07-2023,2023-01-07
242,242,247,23,22,11,412281.95,23-05-2024,2024-05-23
243,243,248,36,103,12,21470.0,2024-12-28,2024-12-28
244,244,249,38,67,13,1115258.0,07-12-2024,2024-07-12
245,245,250,34,66,14,167202.85,01-12-2023,2023-01-12
246,246,252,15,70,1,34355.0,2024-10-12,2024-10-12
247,247,253,5,61,14,392261.0,2024-03-15,2024-03-15
248,248,254,24,5,7,157398.85,2023-10-27,2023-10-27
249,249,255,10,74,9,740075.65,21-09-2023,2023-09-21
250,250,256,12,130,4,16576.0,05-06-2023,2023-05-06
251,251,257,15,124,1,3581.5,2023-04-30,2023-04-30
252,252,258,49,7,3,55628.2,12-09-2024,2024-12-09
253,253,259,11,51,5,320795.0,27-11-2023,2023-11-27
254,254,260,3,59,1,87166.0,2024-01-03,2024-01-03
255,255,261,11,130,4,16576.0,2024-07-24,2024-07-24
256,256,262,1,65,15,383366.0,26-02-2023,2023-02-26
257,257,263,3,107,2,2875.65,2024-11-29,2024-11-29
258,258,264,10,32,12,142528.5,24-01-2024,2024-01-24
259,259,265,15,64,12,1338067.0,2024-01-12,2024-01-12
260,260,266,45,16,9,270054.0,17-08-2023,2023-08-17
261,261,267,41,101,14,6488.0,2023-07-15,2023-07-15
262,262,268,24,97,5,676675.0,09-11-2024,2024-09-11
263,263,269,4,82,8,413072.0,13-06-2024,2024-06-13
264,264,270,2,119,12,39070.0,2024-09-16,2024-09-16
265,265,271,49,105,15,4643.0,2023-08-20,2023-08-20
266,266,272,6,106,8,33325.05,2023-05-10,2023-05-10
267,267,273,2,143,15,66546.0,21-01-2024,2024-01-21
268,268,274,40,141,9,43036.0,2024-07-14,2024-07-14
269,269,275,40,67,6,514734.0,25-02-2024,2024-02-25
270,270,276,41,110,10,23707.25,2023-12-12,2023-12-12
271,271,277,9,55,1,104487.65,2023-11-05,2023-11-05
272,272,278,21,129,1,3102.7,2023-02-21,2023-02-21
273,273,279,1,71,12,1562089.0,2023-11-08,2023-11-08
274,274,280,23,62,9,873998.1,2024-03-22,2024-03-22
275,275,281,16,33,13,87305.0,2023-09-04,2023-09-04
276,276,282,30,130,1,4144.0,10-08-2024,2024-10-08
277,277,283,3,124,10,35814.05,10-02-2023,2023-10-02
278,278,284,37,85,13,476446.85,28-06-2023,2023-06-28
279,279,285,28,96,5,335448.8,2024-12-26,2024-12-26
280,280,286,42,35,3,33017.0,29-06-2024,2024-06-29
281,281,287,3,42,5,28465.8,2023-11-05,2023-11-05
282,282,288,23,138,2,7947.7,2024-08-10,2024-08-10
283,283,289,29,75,8,262147.0,03-02-2024,2024-03-02
284,284,290,28,79,10,628394.6,2023-05-11,2023-05-11
285,285,291,18,107,2,2875.65,06-09-2023,2023-06-09
286,286,292,49,74,1,82231.05,10-08-2023,2023-10-08
287,287,293,23,23,13,138055.9,2023-03-14,2023-03-14
288,288,294,5,120,9,28120.0,10-05-2023,2023-10-05
289,289,295,47,102,12,9984.0,2023-09-07,2023-09-07
290,290,296,38,89,15,1180171.0,16-09-2024,2024-09-16
291,291,297,28,4,11,37201.0,2023-12-11,2023-12-11
292,292,298,6,98,1,75392.95,2023-05-26,2023-05-26
293,293,299,42,137,6,20313.0,15-11-2024,2024-11-15
294,294,300,19,62,1,102222.0,05-08-2024,2024-05-08
295,295,301,30,96,10,706208.0,2024-10-23,2024-10-23
296,296,302,44,74,11,904536.8,04-08-2024,2024-04-08
297,297,303,28,8,9,44857.0,01-09-2023,2023-01-09
298,298,304,7,35,2,22011.0,2024-01-21,2024-01-21
299,299,305,11,38,12,317534.0,19-02-2024,2024-02-19
300,300,306,12,70,6,206133.0,04-01-2023,2023-04-01
301,301,307,10,144,4,8857.0,2023-07-19,2023-07-19
302,302,308,16,124,3,11310.0,2023-12-26,2023-12-26
303,303,309,19,63,13,1728477.5,2023-09-23,2023-09-23
304,304,310,20,110,6,14224.35,2023-01-29,2023-01-29
305,305,311,43,29,1,34684.5,2023-11-29,2023-11-29
306,306,312,46,101,12,5282.95,2024-08-31,2024-08-31
307,307,313,27,12,1,2589.7,2024-08-11,2024-08-11
308,308,314,14,35,11,121061.0,09-05-2023,2023-09-05
309,309,315,12,137,8,27084.0,08-01-2023,2023-08-01
310,310,316,41,94,13,503272.95,24-07-2023,2023-07-24
311,311,317,15,73,12,1717919.0,06-10-2024,2024-06-10
312,312,318,1,97,9,1218016.0,2024-12-14,2024-12-14
313,313,319,12,16,15,450090.0,11-11-2023,2023-11-11
314,314,320,39,45,8,75268.5,17-02-2024,2024-02-17
315,315,321,42,8,7,34889.0,01-10-2024,2024-01-10
316,316,322,47,50,15,160683.0,2024-05-21,2024-05-21
317,317,323,46,106,7,29159.3,02-02-2024,2024-02-02
318,318,324,15,21,5,43673.0,17-04-2023,2023-04-17
319,319,325,30,130,8,31495.35,13-08-2024,2024-08-13
320,320,326,32,27,15,247672.0,2023-05-06,2023-05-06
321,321,327,43,60,8,826508.55,2023-10-19,2023-10-19
322,322,328,38,78,12,1388082.05,26-07-2024,2024-07-26
323,323,329,3,123,1,2777.0,2024-11-30,2024-11-30
324,324,331,2,97,11,1488686.0,2023-11-22,2023-11-22
325,325,332,44,26,15,259248.0,2023-08-28,2023-08-28
326,326,333,35,36,6,128827.6,08-05-2023,2023-08-05
327,327,334,40,86,6,561139.0,2023-11-01,2023-11-01
328,328,335,44,14,11,374225.9,15-12-2024,2024-12-15
329,329,336,22,29,14,485587.75,02-01-2024,2024-02-01
330,330,337,35,137,13,44011.0,15-06-2024,2024-06-15
331,331,338,44,110,2,4741.45,2024-06-26,2024-06-26
332,332,339,43,134,3,14153.0,05-04-2023,2023-05-04
333,333,340,24,130,4,16576.0,2023-03-18,2023-03-18
334,334,341,35,34,2,9343.25,06-07-2024,2024-06-07
335,335,342,3,74,6,493383.45,10-11-2023,2023-10-11
336,336,343,47,64,14,1483024.1,2023-11-07,2023-11-07
337,337,344,47,138,12,50197.0,16-05-2024,2024-05-16
338,338,345,36,89,3,236034.0,2024-10-21,2024-10-21
339,339,346,48,39,14,394117.0,2024-12-15,2024-12-15
340,340,347,17,63,11,1462557.3,2023-10-14,2023-10-14
341,341,348,38,40,14,188648.15,24-11-2024,2024-11-24
342,342,349,31,55,8,835903.1,15-12-2024,2024-12-15
343,343,350,42,7,5,92714.3,2023-11-05,2023-11-05
344,344,351,41,6,14,157208.85,2024-09-04,2024-09-04
345,345,352,32,136,8,15788.0,09-02-2024,2024-09-02
346,346,353,6,88,5,229597.9,2024-09-29,2024-09-29
347,347,354,12,113,9,37577.25,2023-10-13,2023-10-13
348,348,355,8,141,8,36341.3,2023-07-08,2023-07-08
349,349,356,14,22,1,37480.35,20-11-2023,2023-11-20
350,350,357,42,27,15,235288.4,31-07-2023,2023-07-31
351,351,358,42,10,15,480496.0,2023-10-06,2023-10-06
352,352,359,15,26,4,65676.35,07-06-2024,2024-07-06
353,353,360,33,63,3,419873.0,10-09-2024,2024-10-09
354,354,361,29,9,15,595582.0,15-07-2024,2024-07-15
355,355,362,39,20,10,292917.3,21-04-2024,2024-04-21
356,356,363,49,130,8,33153.0,2024-08-20,2024-08-20
357,357,364,6,6,6,70921.0,27-07-2024,2024-07-27
358,358,365,14,112,11,23990.0,23-06-2024,2024-06-23
359,359,366,18,16,14,399079.8,19-09-2024,2024-09-19
360,360,367,17,72,7,697652.0,30-04-2024,2024-04-30
361,361,368,6,129,14,43440.65,09-08-2023,2023-09-08
362,362,369,27,114,3,2398.0,2024-06-23,2024-06-23
363,363,370,47,27,9,148603.0,2024-02-23,2024-02-23
364,364,371,3,57,9,1015659.25,24-05-2024,2024-05-24
365,365,372,42,77,7,312933.0,20-02-2023,2023-02-20
366,366,373,29,145,6,26099.0,31-01-2024,2024-01-31
367,367,374,6,22,15,562203.35,06-08-2024,2024-06-08
368,368,375,43,16,1,30006.0,2024-07-26,2024-07-26
369,369,376,33,88,15,725047.0,2024-10-17,2024-10-17
370,370,377,15,59,15,1242117.4,29-03-2023,2023-03-29
371,371,378,49,80,5,646119.0,2023-10-01,2023-10-01
372,372,379,25,26,14,241965.0,18-10-2024,2024-10-18
373,373,381,12,39,4,112604.45,2023-05-06,2023-05-06
374,374,382,3,7,5,92714.3,2024-01-18,2024-01-18
375,375,383,24,121,5,18471.0,11-07-2023,2023-11-07
376,376,384,30,4,9,30437.0,2023-12-18,2023-12-18
377,377,385,25,3,13,111448.3,2023-03-14,2023-03-14
378,378,386,33,73,10,1431599.0,2024-08-31,2024-08-31
379,379,387,5,115,12,9967.0,2023-02-21,2023-02-21
380,380,388,6,85,3,109949.2,2024-01-28,2024-01-28
381,381,389,32,145,1,4350.0,2024-12-18,2024-12-18
382,382,390,30,9,9,357350.0,01-06-2024,2024-01-06
383,383,391,29,69,2,90530.0,04-09-2024,2024-04-09
384,384,392,47,120,1,3124.0,18-03-2023,2023-03-18
385,385,393,39,130,6,24865.0,2023-10-07,2023-10-07
386,386,394,25,128,11,48600.1,17-08-2023,2023-08-17
387,387,395,3,29,11,381533.3,2023-02-27,2023-02-27
388,388,396,9,67,13,1115258.0,2023-08-30,2023-08-30
389,389,397,37,108,5,15891.6,17-09-2023,2023-09-17
390,390,398,21,139,14,18950.6,2023-08-12,2023-08-12
391,391,399,16,124,10,37699.0,2024-02-05,2024-02-05
392,392,400,12,122,12,15870.0,02-11-2024,2024-02-11
393,393,402,13,85,1,36650.05,18-07-2023,2023-07-18
394,394,403,46,32,2,23754.75,2024-11-19,2024-11-19
395,395,404,46,5,7,157398.85,19-07-2023,2023-07-19
396,396,405,13,45,4,39615.0,07-05-2023,2023-07-05
397,397,406,15,63,6,797758.7,23-04-2024,2024-04-23
398,398,407,23,59,15,1307492.0,2024-08-24,2024-08-24
399,399,408,9,68,9,571970.3,16-11-2023,2023-11-16
400,400,409,42,15,7,195298.0,2023-12-23,2023-12-23
401,401,410,5,22,12,473434.0,24-07-2024,2024-07-24
402,402,411,38,89,15,1121162.45,2023-10-20,2023-10-20
403,403,412,31,115,4,3155.9,06-09-2023,2023-06-09
404,404,413,42,66,6,71658.5,2023-06-25,2023-06-25
405,405,414,18,75,12,393221.0,2023-05-13,2023-05-13
406,406,415,17,97,2,270670.0,31-05-2023,2023-05-31
407,407,416,13,16,4,120024.0,29-10-2023,2023-10-29
408,408,417,41,85,9,347208.0,2024-06-17,2024-06-17
409,409,418,5,68,1,63552.15,2023-11-21,2023-11-21
410,410,419,39,150,8,12506.75,13-12-2023,2023-12-13
411,411,420,38,12,5,12949.45,22-02-2023,2023-02-22
412,412,421,17,122,13,17192.0,20-04-2024,2024-04-20
413,413,422,18,104,8,28218.8,11-11-2024,2024-11-11
414,414,423,31,24,8,185857.0,06-06-2023,2023-06-06
415,415,424,38,77,1,44705.0,2023-09-16,2023-09-16
416,416,425,23,90,11,826567.45,14-01-2023,2023-01-14
417,417,426,37,12,1,2726.0,08-08-2023,2023-08-08
418,418,427,42,63,14,1861436.65,30-07-2024,2024-07-30
419,419,428,28,43,4,140387.0,05-12-2024,2024-05-12
420,420,429,7,108,10,33456.0,24-01-2024,2024-01-24
421,421,430,46,5,10,236690.0,24-11-2023,2023-11-24
422,422,431,28,47,7,40717.95,10-03-2023,2023-10-03
423,423,432,30,27,1,15685.45,20-04-2023,2023-04-20
424,424,433,14,40,9,127656.0,2024-03-16,2024-03-16
425,425,434,46,98,13,980110.25,2024-09-29,2024-09-29
426,426,435,33,55,1,109987.0,2023-02-05,2023-02-05
427,427,436,33,47,6,36738.0,18-03-2024,2024-03-18
428,428,437,25,110,11,26078.45,2024-01-12,2024-01-12
429,429,438,6,88,6,275518.05,01-04-2024,2024-01-04
430,430,439,13,1,2,66245.0,02-01-2024,2024-02-01
431,431,440,20,83,6,808823.0,28-02-2024,2024-02-28
432,432,441,28,64,14,1483024.1,24-03-2024,2024-03-24
433,433,442,44,17,3,42116.0,2024-07-28,2024-07-28
434,434,443,15,91,5,674430.0,18-02-2023,2023-02-18
435,435,444,27,28,14,189639.0,2023-08-28,2023-08-28
436,436,445,29,6,9,106382.0,28-11-2023,2023-11-28
437,437,446,13,139,4,5700.0,11-04-2023,2023-11-04
438,438,447,34,144,14,29448.1,2023-06-11,2023-06-11
439,439,448,31,56,3,128966.0,2024-10-23,2024-10-23
440,440,449,14,60,3,309940.35,2024-12-19,2024-12-19
441,441,450,48,62,12,1165330.8,2023-08-26,2023-08-26
442,442,451,42,54,13,1500955.35,19-02-2024,2024-02-19
443,443,452,28,134,2,8963.25,26-09-2024,2024-09-26
444,444,453,22,96,9,603808.6,2024-07-23,2024-07-23
445,445,454,39,29,12,416217.8,2023-07-22,2023-07-22
446,446,455,39,13,5,38736.0,2024-06-09,2024-06-09
